timestamp target_q_0 target_q_1 target_q_2 target_q_3 target_q_4 target_q_5 target_qd_0 target_qd_1 target_qd_2 target_qd_3 target_qd_4 target_qd_5 target_qdd_0 target_qdd_1 target_qdd_2 target_qdd_3 target_qdd_4 target_qdd_5 target_current_0 target_current_1 target_current_2 target_current_3 target_current_4 target_current_5 target_moment_0 target_moment_1 target_moment_2 target_moment_3 target_moment_4 target_moment_5 actual_q_0 actual_q_1 actual_q_2 actual_q_3 actual_q_4 actual_q_5 actual_qd_0 actual_qd_1 actual_qd_2 actual_qd_3 actual_qd_4 actual_qd_5 actual_current_0 actual_current_1 actual_current_2 actual_current_3 actual_current_4 actual_current_5 joint_control_output_0 joint_control_output_1 joint_control_output_2 joint_control_output_3 joint_control_output_4 joint_control_output_5 actual_TCP_pose_0 actual_TCP_pose_1 actual_TCP_pose_2 actual_TCP_pose_3 actual_TCP_pose_4 actual_TCP_pose_5 actual_TCP_speed_0 actual_TCP_speed_1 actual_TCP_speed_2 actual_TCP_speed_3 actual_TCP_speed_4 actual_TCP_speed_5 actual_TCP_force_0 actual_TCP_force_1 actual_TCP_force_2 actual_TCP_force_3 actual_TCP_force_4 actual_TCP_force_5 target_TCP_pose_0 target_TCP_pose_1 target_TCP_pose_2 target_TCP_pose_3 target_TCP_pose_4 target_TCP_pose_5 target_TCP_speed_0 target_TCP_speed_1 target_TCP_speed_2 target_TCP_speed_3 target_TCP_speed_4 target_TCP_speed_5 actual_digital_input_bits joint_temperatures_0 joint_temperatures_1 joint_temperatures_2 joint_temperatures_3 joint_temperatures_4 joint_temperatures_5 actual_execution_time robot_mode joint_mode_0 joint_mode_1 joint_mode_2 joint_mode_3 joint_mode_4 joint_mode_5 safety_mode actual_tool_accelerometer_0 actual_tool_accelerometer_1 actual_tool_accelerometer_2 speed_scaling target_speed_fraction actual_momentum actual_main_voltage actual_robot_voltage actual_robot_current actual_joint_voltage_0 actual_joint_voltage_1 actual_joint_voltage_2 actual_joint_voltage_3 actual_joint_voltage_4 actual_joint_voltage_5 actual_digital_output_bits runtime_state
10459.576 -8.881784197001252e-16 6.245004513516506e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.19816049754143e-27 -1.3404950677837015 -0.6554250499344946 1.4323217392120607e-17 -4.002715375872051e-18 0.0 -9.451184733271898e-26 -17.600700240000002 -6.10344915 6.509902304718816e-17 -1.8192341383338472e-17 0.0 1.7484556025237907e-07 6.245004513516506e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.198160856031361e-27 -1.3404951095581055 -0.6554250717163086 1.4323217950229362e-17 -4.002715403615525e-18 0.0 -7.198160856031361e-27 -1.3404951095581055 -0.6554250717163086 1.4323217950229362e-17 -4.002715403615525e-18 0.0 -0.45689996603624294 -0.19425007985192236 0.06654999996015865 1.5707963269999956 1.3732338186929893e-07 1.3732338193922973e-07 0.0 0.0 0.0 0.0 0.0 0.0 -2.2112442861029235e-07 -5.4373710395467885e-08 -1.2056307462159416e-06 1.0329538762433025e-22 -3.7147206332862236e-18 1.811009148180622e-08 -0.4569000000000002 -0.19424999996498832 0.06654999996015865 1.570796327 -9.389889198497584e-16 -8.408926181579869e-16 0.0 0.0 0.0 0.0 0.0 0.0 0 40.0 40.0 40.0 40.0 40.0 40.0 0.54463 7 253 253 253 253 253 253 1 0.0 0.0 0.0 0.0 1.0 0.0 0.0 48.0 -3.991840362548828 0.0 0.0 0.0 0.0 0.0 0.0 0 1
10459.583999999999 -8.881784197001252e-16 6.245004513516506e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.19816049754143e-27 -1.3404950677837015 -0.6554250499344946 1.4323217392120607e-17 -4.002715375872051e-18 0.0 -9.451184733271898e-26 -17.600700240000002 -6.10344915 6.509902304718816e-17 -1.8192341383338472e-17 0.0 1.7484556025237907e-07 6.245004513516506e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.198160856031361e-27 -1.3404951095581055 -0.6554250717163086 1.4323217950229362e-17 -4.002715403615525e-18 0.0 -7.198160856031361e-27 -1.3404951095581055 -0.6554250717163086 1.4323217950229362e-17 -4.002715403615525e-18 0.0 -0.45689996603624294 -0.19425007985192236 0.06654999996015865 1.5707963269999956 1.3732338186929893e-07 1.3732338193922973e-07 0.0 0.0 0.0 0.0 0.0 0.0 -2.2112442861029235e-07 -5.4373710395467885e-08 -1.2056307462159416e-06 1.0329538762433025e-22 -3.7147206332862236e-18 1.811009148180622e-08 -0.4569000000000002 -0.19424999996498832 0.06654999996015865 1.570796327 -9.389889198497584e-16 -8.408926181579869e-16 0.0 0.0 0.0 0.0 0.0 0.0 0 40.0 40.0 40.0 40.0 40.0 40.0 0.660572 7 253 253 253 253 253 253 1 0.0 0.0 0.0 0.0 1.0 0.0 0.0 48.0 -3.991840362548828 0.0 0.0 0.0 0.0 0.0 0.0 0 1
10459.591999999999 -8.881784197001252e-16 6.245004513516506e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.19816049754143e-27 -1.3404950677837015 -0.6554250499344946 1.4323217392120607e-17 -4.002715375872051e-18 0.0 -9.451184733271898e-26 -17.600700240000002 -6.10344915 6.509902304718816e-17 -1.8192341383338472e-17 0.0 1.7484556025237907e-07 6.245004513516506e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.198160856031361e-27 -1.3404951095581055 -0.6554250717163086 1.4323217950229362e-17 -4.002715403615525e-18 0.0 -7.198160856031361e-27 -1.3404951095581055 -0.6554250717163086 1.4323217950229362e-17 -4.002715403615525e-18 0.0 -0.45689996603624294 -0.19425007985192236 0.06654999996015865 1.5707963269999956 1.3732338186929893e-07 1.3732338193922973e-07 0.0 0.0 0.0 0.0 0.0 0.0 -2.2112442861029235e-07 -5.4373710395467885e-08 -1.2056307462159416e-06 1.0329538762433025e-22 -3.7147206332862236e-18 1.811009148180622e-08 -0.4569000000000002 -0.19424999996498832 0.06654999996015865 1.570796327 -9.389889198497584e-16 -8.408926181579869e-16 0.0 0.0 0.0 0.0 0.0 0.0 0 40.0 40.0 40.0 40.0 40.0 40.0 0.509354 7 253 253 253 253 253 253 1 0.0 0.0 0.0 0.0 1.0 0.0 0.0 48.0 -3.991840362548828 0.0 0.0 0.0 0.0 0.0 0.0 0 1
10459.6 -8.881784197001252e-16 6.245004513516506e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.19816049754143e-27 -1.3404950677837015 -0.6554250499344946 1.4323217392120607e-17 -4.002715375872051e-18 0.0 -9.451184733271898e-26 -17.600700240000002 -6.10344915 6.509902304718816e-17 -1.8192341383338472e-17 0.0 1.7484556025237907e-07 6.245004513516506e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.198160856031361e-27 -1.3404951095581055 -0.6554250717163086 1.4323217950229362e-17 -4.002715403615525e-18 0.0 -7.198160856031361e-27 -1.3404951095581055 -0.6554250717163086 1.4323217950229362e-17 -4.002715403615525e-18 0.0 -0.45689996603624294 -0.19425007985192236 0.06654999996015865 1.5707963269999956 1.3732338186929893e-07 1.3732338193922973e-07 0.0 0.0 0.0 0.0 0.0 0.0 -2.2112442861029235e-07 -5.4373710395467885e-08 -1.2056307462159416e-06 1.0329538762433025e-22 -3.7147206332862236e-18 1.811009148180622e-08 -0.4569000000000002 -0.19424999996498832 0.06654999996015865 1.570796327 -9.389889198497584e-16 -8.408926181579869e-16 0.0 0.0 0.0 0.0 0.0 0.0 0 40.0 40.0 40.0 40.0 40.0 40.0 0.450477 7 253 253 253 253 253 253 1 0.0 0.0 0.0 0.0 1.0 0.0 0.0 48.0 -3.991840362548828 0.0 0.0 0.0 0.0 0.0 0.0 0 1
10459.608 -8.881784197001252e-16 6.245004513516506e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.19816049754143e-27 -1.3404950677837015 -0.6554250499344946 1.4323217392120607e-17 -4.002715375872051e-18 0.0 -9.451184733271898e-26 -17.600700240000002 -6.10344915 6.509902304718816e-17 -1.8192341383338472e-17 0.0 1.7484556025237907e-07 6.245004513516506e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.198160856031361e-27 -1.3404951095581055 -0.6554250717163086 1.4323217950229362e-17 -4.002715403615525e-18 0.0 -7.198160856031361e-27 -1.3404951095581055 -0.6554250717163086 1.4323217950229362e-17 -4.002715403615525e-18 0.0 -0.45689996603624294 -0.19425007985192236 0.06654999996015865 1.5707963269999956 1.3732338186929893e-07 1.3732338193922973e-07 0.0 0.0 0.0 0.0 0.0 0.0 -2.2112442861029235e-07 -5.4373710395467885e-08 -1.2056307462159416e-06 1.0329538762433025e-22 -3.7147206332862236e-18 1.811009148180622e-08 -0.4569000000000002 -0.19424999996498832 0.06654999996015865 1.570796327 -9.389889198497584e-16 -8.408926181579869e-16 0.0 0.0 0.0 0.0 0.0 0.0 0 40.0 40.0 40.0 40.0 40.0 40.0 0.493966 7 253 253 253 253 253 253 1 0.0 0.0 0.0 0.0 1.0 0.0 0.0 48.0 -3.991840362548828 0.0 0.0 0.0 0.0 0.0 0.0 0 1
10459.616 -8.881784197001252e-16 6.245004513516506e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.19816049754143e-27 -1.3404950677837015 -0.6554250499344946 1.4323217392120607e-17 -4.002715375872051e-18 0.0 -9.451184733271898e-26 -17.600700240000002 -6.10344915 6.509902304718816e-17 -1.8192341383338472e-17 0.0 1.7484556025237907e-07 6.245004513516506e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.198160856031361e-27 -1.3404951095581055 -0.6554250717163086 1.4323217950229362e-17 -4.002715403615525e-18 0.0 -7.198160856031361e-27 -1.3404951095581055 -0.6554250717163086 1.4323217950229362e-17 -4.002715403615525e-18 0.0 -0.45689996603624294 -0.19425007985192236 0.06654999996015865 1.5707963269999956 1.3732338186929893e-07 1.3732338193922973e-07 0.0 0.0 0.0 0.0 0.0 0.0 -2.2112442861029235e-07 -5.4373710395467885e-08 -1.2056307462159416e-06 1.0329538762433025e-22 -3.7147206332862236e-18 1.811009148180622e-08 -0.4569000000000002 -0.19424999996498832 0.06654999996015865 1.570796327 -9.389889198497584e-16 -8.408926181579869e-16 0.0 0.0 0.0 0.0 0.0 0.0 0 40.0 40.0 40.0 40.0 40.0 40.0 0.464765 7 253 253 253 253 253 253 1 0.0 0.0 0.0 0.0 1.0 0.0 0.0 48.0 -3.991840362548828 0.0 0.0 0.0 0.0 0.0 0.0 0 1
10459.624 -8.881784197001252e-16 6.245004513516506e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.19816049754143e-27 -1.3404950677837015 -0.6554250499344946 1.4323217392120607e-17 -4.002715375872051e-18 0.0 -9.451184733271898e-26 -17.600700240000002 -6.10344915 6.509902304718816e-17 -1.8192341383338472e-17 0.0 1.7484556025237907e-07 6.245004513516506e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.198160856031361e-27 -1.3404951095581055 -0.6554250717163086 1.4323217950229362e-17 -4.002715403615525e-18 0.0 -7.198160856031361e-27 -1.3404951095581055 -0.6554250717163086 1.4323217950229362e-17 -4.002715403615525e-18 0.0 -0.45689996603624294 -0.19425007985192236 0.06654999996015865 1.5707963269999956 1.3732338186929893e-07 1.3732338193922973e-07 0.0 0.0 0.0 0.0 0.0 0.0 -2.2112442861029235e-07 -5.4373710395467885e-08 -1.2056307462159416e-06 1.0329538762433025e-22 -3.7147206332862236e-18 1.811009148180622e-08 -0.4569000000000002 -0.19424999996498832 0.06654999996015865 1.570796327 -9.389889198497584e-16 -8.408926181579869e-16 0.0 0.0 0.0 0.0 0.0 0.0 0 40.0 40.0 40.0 40.0 40.0 40.0 0.809777 7 253 253 253 253 253 253 1 0.0 0.0 0.0 0.0 1.0 0.0 0.0 48.0 -3.991840362548828 0.0 0.0 0.0 0.0 0.0 0.0 0 1
10459.632 -8.881784197001252e-16 6.245004513516506e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.19816049754143e-27 -1.3404950677837015 -0.6554250499344946 1.4323217392120607e-17 -4.002715375872051e-18 0.0 -9.451184733271898e-26 -17.600700240000002 -6.10344915 6.509902304718816e-17 -1.8192341383338472e-17 0.0 1.7484556025237907e-07 6.245004513516506e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.198160856031361e-27 -1.3404951095581055 -0.6554250717163086 1.4323217950229362e-17 -4.002715403615525e-18 0.0 -7.198160856031361e-27 -1.3404951095581055 -0.6554250717163086 1.4323217950229362e-17 -4.002715403615525e-18 0.0 -0.45689996603624294 -0.19425007985192236 0.06654999996015865 1.5707963269999956 1.3732338186929893e-07 1.3732338193922973e-07 0.0 0.0 0.0 0.0 0.0 0.0 -2.2112442861029235e-07 -5.4373710395467885e-08 -1.2056307462159416e-06 1.0329538762433025e-22 -3.7147206332862236e-18 1.811009148180622e-08 -0.4569000000000002 -0.19424999996498832 0.06654999996015865 1.570796327 -9.389889198497584e-16 -8.408926181579869e-16 0.0 0.0 0.0 0.0 0.0 0.0 0 40.0 40.0 40.0 40.0 40.0 40.0 0.555068 7 253 253 253 253 253 253 1 0.0 0.0 0.0 0.0 1.0 0.0 0.0 48.0 -3.991840362548828 0.0 0.0 0.0 0.0 0.0 0.0 0 1
10459.64 -8.881784197001252e-16 6.245004513516506e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.19816049754143e-27 -1.3404950677837015 -0.6554250499344946 1.4323217392120607e-17 -4.002715375872051e-18 0.0 -9.451184733271898e-26 -17.600700240000002 -6.10344915 6.509902304718816e-17 -1.8192341383338472e-17 0.0 1.7484556025237907e-07 6.245004513516506e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.198160856031361e-27 -1.3404951095581055 -0.6554250717163086 1.4323217950229362e-17 -4.002715403615525e-18 0.0 -7.198160856031361e-27 -1.3404951095581055 -0.6554250717163086 1.4323217950229362e-17 -4.002715403615525e-18 0.0 -0.45689996603624294 -0.19425007985192236 0.06654999996015865 1.5707963269999956 1.3732338186929893e-07 1.3732338193922973e-07 0.0 0.0 0.0 0.0 0.0 0.0 -2.2112442861029235e-07 -5.4373710395467885e-08 -1.2056307462159416e-06 1.0329538762433025e-22 -3.7147206332862236e-18 1.811009148180622e-08 -0.4569000000000002 -0.19424999996498832 0.06654999996015865 1.570796327 -9.389889198497584e-16 -8.408926181579869e-16 0.0 0.0 0.0 0.0 0.0 0.0 0 40.0 40.0 40.0 40.0 40.0 40.0 0.503479 7 253 253 253 253 253 253 1 0.0 0.0 0.0 0.0 1.0 0.0 0.0 48.0 -3.991840362548828 0.0 0.0 0.0 0.0 0.0 0.0 0 1
10459.648 -8.881784197001252e-16 6.245004513516506e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.19816049754143e-27 -1.3404950677837015 -0.6554250499344946 1.4323217392120607e-17 -4.002715375872051e-18 0.0 -9.451184733271898e-26 -17.600700240000002 -6.10344915 6.509902304718816e-17 -1.8192341383338472e-17 0.0 1.7484556025237907e-07 6.245004513516506e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.198160856031361e-27 -1.3404951095581055 -0.6554250717163086 1.4323217950229362e-17 -4.002715403615525e-18 0.0 -7.198160856031361e-27 -1.3404951095581055 -0.6554250717163086 1.4323217950229362e-17 -4.002715403615525e-18 0.0 -0.45689996603624294 -0.19425007985192236 0.06654999996015865 1.5707963269999956 1.3732338186929893e-07 1.3732338193922973e-07 0.0 0.0 0.0 0.0 0.0 0.0 -2.2112442861029235e-07 -5.4373710395467885e-08 -1.2056307462159416e-06 1.0329538762433025e-22 -3.7147206332862236e-18 1.811009148180622e-08 -0.4569000000000002 -0.19424999996498832 0.06654999996015865 1.570796327 -9.389889198497584e-16 -8.408926181579869e-16 0.0 0.0 0.0 0.0 0.0 0.0 0 40.0 40.0 40.0 40.0 40.0 40.0 0.511179 7 253 253 253 253 253 253 1 0.0 0.0 0.0 0.0 1.0 0.0 0.0 48.0 -3.991840362548828 0.0 0.0 0.0 0.0 0.0 0.0 0 1
