timestamp target_q_0 target_q_1 target_q_2 target_q_3 target_q_4 target_q_5 target_TCP_pose_0 target_TCP_pose_1 target_TCP_pose_2 target_TCP_pose_3 target_TCP_pose_4 target_TCP_pose_5 target_TCP_v target_TCP_a
1.824 1.0296279565223123 -1.7273161087130422 -1.7883887532912306 0.37447770365512545 0.5413301197234192 -0.000233679985027789 300.0 144.8 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
1.832 1.033096506112749 -1.7311617518899247 -1.7837984388016757 0.3737344689799802 0.5378615702282372 -0.00023503732691499893 300.0 146.40000000000003 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
1.84 1.036530740527774 -1.7350308213196617 -1.7791623076747254 0.3729688463071372 0.5344273359086172 -0.00023639968358681965 300.0 148.0 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
1.848 1.0399310048517538 -1.738923039501901 -1.7744803964587268 0.3721805963073552 0.5310270716802006 -0.00023776699272998742 300.0 149.60000000000002 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
1.856 1.0432976432962642 -1.7428381369011894 -1.7697527368352015 0.3713694796068714 0.5276604333314011 -0.00023913919265230497 300.0 151.20000000000005 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
1.864 1.0466309990656186 -1.7467758519775824 -1.7649793554921938 0.3705352642426665 0.5243270776579085 -0.0002405162222865832 300.0 152.8 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
1.872 1.04993141422882 -1.7507359312140145 -1.7601602739962798 0.36967770786860843 0.5210266625907151 -0.0002418980211940292 300.0 154.40000000000003 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
1.88 1.0531992295977575 -1.7547181291406933 -1.7552955086630966 0.36879659018069444 0.517758847317935 -0.0002432845295670971 300.0 156.00000000000006 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
1.888 1.0564347846114903 -1.7587222083567902 -1.750385070426282 0.36789168255463145 0.5145232924004992 -0.0002446756882318271 300.0 157.60000000000002 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
1.896 1.0596384172264446 -1.7627479395497 -1.7454289647046648 0.3669627652747014 0.5113196598819884 -0.00024607143864969 300.0 159.20000000000005 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
1.904 1.0628104638123617 -1.7667951015121293 -1.7404271912675813 0.3660096077533479 0.5081476133926525 -0.0002474717229189612 300.0 160.8 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
1.912 1.0659512590538256 -1.7708634811572734 -1.7353797440981593 0.3650319999778857 0.5050068182479096 -0.0002488764837756404 300.0 162.40000000000003 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
1.92 1.0690611358572077 -1.7749528735323588 -1.7302866112544162 0.3640297230410978 0.5018969415413834 -0.00025028566459393955 300.0 164.0 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
1.928 1.0721404252628597 -1.7790630818307895 -1.7251477747280064 0.36300255643294577 0.49881765223272484 -0.00025169920938635654 300.0 165.60000000000002 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
1.936 1.0751894563623936 -1.7831939174031715 -1.7199632103004512 0.36195029665293 0.49576862123031906 -0.00025311706280335493 300.0 167.2 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
1.944 1.078208556220886 -1.7873451997674596 -1.7147328873966676 0.3608727215706422 0.4927495214690828 -0.0002545391701326658 300.0 168.8 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
1.952 1.0811980498038412 -1.7915167566184844 -1.7094567689356168 0.3597696301512263 0.48976002798351587 -0.00025596547729823135 300.0 170.39999999999998 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
1.96 1.0841582599087634 -1.7957084238371113 -1.704134811177874 0.3586408140171147 0.4867998179761065 -0.00025739593085880844 300.0 172.0 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
1.968 1.0870895071011706 -1.7999200454992788 -1.6987669635699143 0.35748606208505707 0.4838685708813413 -0.00025883047800624465 300.0 173.60000000000002 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
1.976 1.0899921096549063 -1.8041514738851667 -1.6933531685849108 0.3563051694829087 0.4809659684253754 -0.00026026906656344967 300.0 175.2 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
1.984 1.0928663834965904 -1.8084025694887444 -1.6878933615598142 0.35509793712936544 0.47809169468158164 -0.0002617116449820734 300.0 176.8 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
1.992 1.0957126421540602 -1.8126732010279372 -1.6823874705284894 0.3538641579583959 0.475245436122125 -0.00026315816233990675 300.0 178.40000000000003 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
2.0 1.0985311967086604 -1.816963245455671 -1.676835416050658 0.35260363245929294 0.4724268816656584 -0.0002646085683380222 300.0 180.0 400.0 2.4186 -2.4185 2.4185 200.0 -1000.0 
2.008 1.1012667990625937 -1.8211862127031664 -1.6713495309927964 0.3513421665656269 0.46969127940801014 -0.00026603369109499833 300.0 181.56799999999998 400.0 2.4186 -2.4185 2.4185 192.0 -1000.0 
2.016 1.1038662895019788 -1.825254135430478 -1.6660457404890565 0.35010769628465055 0.46709178906108756 -0.0002674040670448294 300.0 183.0719999999999 400.0 2.4186 -2.4185 2.4185 184.0 -1000.0 
2.024 1.1063329612162762 -1.8291647715194892 -1.66092919225705 0.34890312900113973 0.4646251174354139 -0.0002687192307621136 300.0 184.51200000000017 400.0 2.4186 -2.4185 2.4185 176.0 -1000.0 
2.032 1.1086699153429957 -1.8329159958249899 -1.6560048267869767 0.3477312693878749 0.4622881633934647 -0.00026997874503919205 300.0 185.88799999999992 400.0 2.4186 -2.4185 2.4185 168.0 -1000.0 
2.04 1.1108800682202307 -1.8365057957896775 -1.651277377268274 0.3465948407717121 0.4600780105971367 -0.0002711821996707084 300.0 187.2000000000001 400.0 2.4186 -2.4185 2.4185 160.0 -1000.0 
2.048 1.1129661582168322 -1.839932267600679 -1.6467513692278184 0.34549647010770657 0.45799192067756495 -0.00027232921031911984 300.0 188.4480000000002 400.0 2.4186 -2.4185 2.4185 152.0 -1000.0 
2.056 1.1149307521511798 -1.843193612840915 -1.6424311199092416 0.3444386760966145 0.45602732681636043 -0.0002734194174573132 300.0 189.6320000000002 400.0 2.4186 -2.4185 2.4185 144.0 -1000.0 
2.064 1.11677625130983 -1.8462881355907252 -1.6383207374236752 0.34342386228723143 0.454181827726952 -0.00027445248538467067 300.0 190.75200000000018 400.0 2.4186 -2.4185 2.4185 136.0 -1000.0 
2.072 1.1185048970774805 -1.8492142399373195 -1.63442411970264 0.34245433789570145 0.4524531820246381 -0.0002754281013131449 300.0 191.8080000000001 400.0 2.4186 -2.4185 2.4185 128.0 -1000.0 
2.08 1.1201187761896612 -1.8519704278517342 -1.630744953284076 0.3415322905934959 0.4508393029738757 -0.00027634597452011483 300.0 192.79999999999993 400.0 2.4186 -2.4185 2.4185 120.0 -1000.0 
2.088 1.1216198256193806 -1.8545552973950734 -1.6272867119625387 0.3406597893969392 0.44933825360164964 -0.00027720583556499576 300.0 193.72800000000012 400.0 2.4186 -2.4185 2.4185 112.0 -1000.0 
2.096 1.1230098371086572 -1.856967541217904 -1.6240526553344203 0.3398387857292626 0.4479482421659342 -0.00027800743556678146 300.0 194.59199999999984 400.0 2.4186 -2.4185 2.4185 104.0 -1000.0 
2.104 1.1242904613554954 -1.859205945318763 -1.6210458272686428 0.3390711168496303 0.4466676179687173 -0.00027875054553990776 300.0 195.39199999999994 400.0 2.4186 -2.4185 2.4185 96.0 -1000.0 
2.112 1.125463211866356 -1.8612693880297708 -1.6182690543327223 0.33835847676028896 0.44549486750353107 -0.0002794349557860049 300.0 196.12799999999996 400.0 2.4186 -2.4185 2.4185 88.0 -1000.0 
2.12 1.1265294684836797 -1.8631568391995001 -1.6157249442031731 0.33770245130273535 0.4444286109279298 -0.000280060475339321 300.0 196.79999999999993 400.0 2.4186 -2.4185 2.4185 80.0 -1000.0 
2.128 1.1274904805974038 -1.864867359545252 -1.613415884088268 0.3371044836786872 0.44346759885197046 -0.0002806269314637708 300.0 197.40799999999984 400.0 2.4186 -2.4185 2.4185 72.0 -1000.0 
2.136 1.1283473700487952 -1.866400100149065 -1.6113440391898208 0.3365658916434493 0.44261070943438097 -0.00028113416919975387 300.0 197.9520000000001 400.0 2.4186 -2.4185 2.4185 64.0 -1000.0 
2.144 1.1291011337342702 -1.8677543020738454 -1.6095113512292343 0.3360878583806972 0.44185694577873824 -0.0002815820509590635 300.0 198.4319999999999 400.0 2.4186 -2.4185 2.4185 56.0 -1000.0 
2.152 1.1297526459161862 -1.8689292960781958 -1.6079195370613049 0.3356714298666945 0.4412054336226885 -0.0002819704561663896 300.0 198.84800000000007 400.0 2.4186 -2.4185 2.4185 48.0 -1000.0 
2.16 1.130302660246876 -1.8699245024106337 -1.606570087397457 0.3353175186357509 0.44065541931388885 -0.00028229928094607236 300.0 199.20000000000016 400.0 2.4186 -2.4185 2.4185 40.0 -1000.0 
2.168 1.1307518115115012 -1.870739430666128 -1.6054642656579432 0.3350268977250881 0.44020626806717716 -0.00028256843785295064 300.0 199.4880000000001 400.0 2.4186 -2.4185 2.4185 32.0 -1000.0 
2.176 1.1311006170945523 -1.871373679690065 -1.604603106970342 0.33480019897906854 0.4398574624980625 -0.0002827778556462939 300.0 199.71200000000005 400.0 2.4186 -2.4185 2.4185 24.0 -1000.0 
2.184 1.1313494781741071 -1.8718269375169982 -1.6039874173293045 0.33463791571307944 0.43960860142846414 -0.00028292747910598116 300.0 199.87199999999996 400.0 2.4186 -2.4185 2.4185 16.0 -1000.0 
2.192 1.1314986806472014 -1.872098981333819 -1.6036177729299264 0.33454040768376303 0.4394593989613413 -0.00028301726889023326 300.0 199.9679999999998 400.0 2.4186 -2.4185 2.4185 8.0 -1000.0 
2.2 1.131548395788938 -1.8721896774592426 -1.6034945196845334 0.33450787815528416 0.4394096838215963 -0.00028304720143437355 300.0 200.0 400.0 2.4186 -2.4185 2.4185 0.0 -1000.0 
