timestamp target_q_0 target_qd_0 target_qdd_0
0.0 0.0 -0.0 -0.2617993877991494 
0.008 -8.377580409572781e-06 -0.0020943951023931952 -0.2617993877991494 
0.016 -3.3510321638291124e-05 -0.0041887902047863905 -0.2617993877991494 
0.024 -7.539822368615503e-05 -0.006283185307179586 -0.2617993877991494 
0.032 -0.0001340412865531645 -0.008377580409572781 -0.2617993877991494 
0.04 -0.00020943951023931953 -0.010471975511965976 -0.2617993877991494 
0.048 -0.00030159289474462013 -0.012566370614359171 -0.2617993877991494 
0.056 -0.00041050144006906633 -0.014660765716752367 -0.2617993877991494 
0.064 -0.000536165146212658 -0.016755160819145562 -0.2617993877991494 
0.072 -0.0006785840131753954 -0.01884955592153876 -0.2617993877991494 
0.08 -0.0008377580409572781 -0.020943951023931952 -0.2617993877991494 
0.088 -0.0010136872295583065 -0.023038346126325146 -0.2617993877991494 
0.096 -0.0012063715789784805 -0.025132741228718343 -0.2617993877991494 
0.104 -0.0014158110892178004 -0.02722713633111154 -0.2617993877991494 
0.112 -0.0016420057602762653 -0.029321531433504733 -0.2617993877991494 
0.12 -0.0018849555921538756 -0.03141592653589793 -0.2617993877991494 
0.128 -0.002144660584850632 -0.033510321638291124 -0.2617993877991494 
0.136 -0.002421120738366534 -0.03560471674068432 -0.2617993877991494 
0.144 -0.0027143360527015817 -0.03769911184307752 -0.2617993877991494 
0.152 -0.003024306527855774 -0.03979350694547071 -0.2617993877991494 
0.16 -0.0033510321638291125 -0.041887902047863905 -0.2617993877991494 
0.168 -0.0036945129606215966 -0.0439822971502571 -0.2617993877991494 
0.176 -0.004054748918233226 -0.04607669225265029 -0.2617993877991494 
0.184 -0.004431740036664001 -0.04817108735504349 -0.2617993877991494 
0.192 -0.004825486315913922 -0.050265482457436686 -0.2617993877991494 
0.2 -0.005235987755982989 -0.05235987755982988 -0.2617993877991494 
0.208 -0.005663244356871201 -0.05445427266222308 -0.2617993877991494 
0.216 -0.006107256118578557 -0.05654866776461627 -0.2617993877991494 
0.224 -0.006568023041105061 -0.05864306286700947 -0.2617993877991494 
0.232 -0.0070455451244507096 -0.060737457969402664 -0.2617993877991494 
0.24 -0.0075398223686155025 -0.06283185307179585 -0.2617993877991494 
0.248 -0.008050854773599443 -0.06492624817418906 -0.2617993877991494 
0.256 -0.008578642339402528 -0.06702064327658225 -0.2617993877991494 
0.264 -0.00912318506602476 -0.06911503837897545 -0.2617993877991494 
0.272 -0.009684482953466135 -0.07120943348136864 -0.2617993877991494 
0.28 -0.010262536001726658 -0.07330382858376185 -0.2617993877991494 
0.288 -0.010857344210806327 -0.07539822368615504 -0.2617993877991494 
0.296 -0.011468907580705135 -0.07749261878854823 -0.2617993877991494 
0.304 -0.012097226111423096 -0.07958701389094142 -0.2617993877991494 
0.312 -0.0127422998029602 -0.08168140899333462 -0.2617993877991494 
0.32 -0.01340412865531645 -0.08377580409572781 -0.2617993877991494 
0.328 -0.014082712668491846 -0.08587019919812101 -0.2617993877991494 
0.336 -0.014778051842486387 -0.0879645943005142 -0.2617993877991494 
0.344 -0.015490146177300075 -0.09005898940290741 -0.2617993877991494 
0.352 -0.016218995672932904 -0.09215338450530058 -0.2617993877991494 
0.36 -0.01696460032938488 -0.09424777960769379 -0.2617993877991494 
0.368 -0.017726960146656003 -0.09634217471008698 -0.2617993877991494 
0.376 -0.018506075124746273 -0.09843656981248018 -0.2617993877991494 
0.384 -0.01930194526365569 -0.10053096491487337 -0.2617993877991494 
0.392 -0.02011457056338425 -0.10262536001726658 -0.2617993877991494 
0.4 -0.020943951023931956 -0.10471975511965977 -0.2617993877991494 
0.408 -0.021790086645298808 -0.10681415022205297 -0.2617993877991494 
0.416 -0.022652977427484806 -0.10890854532444616 -0.2617993877991494 
0.424 -0.02353262337048994 -0.11100294042683935 -0.2617993877991494 
0.432 -0.024429024474314227 -0.11309733552923254 -0.2617993877991494 
0.44 -0.02534218073895766 -0.11519173063162574 -0.2617993877991494 
0.448 -0.026272092164420245 -0.11728612573401893 -0.2617993877991494 
0.456 -0.02721875875070197 -0.11938052083641214 -0.2617993877991494 
0.464 -0.028182180497802838 -0.12147491593880533 -0.2617993877991494 
0.472 -0.029162357405722854 -0.12356931104119853 -0.2617993877991494 
0.48 -0.03015928947446201 -0.1256637061435917 -0.2617993877991494 
0.488 -0.03117297670402032 -0.1277581012459849 -0.2617993877991494 
0.496 -0.03220341909439777 -0.12985249634837812 -0.2617993877991494 
0.504 -0.03325061664559437 -0.1319468914507713 -0.2617993877991494 
0.512 -0.03431456935761011 -0.1340412865531645 -0.2617993877991494 
0.52 -0.035395277230445006 -0.1361356816555577 -0.2617993877991494 
0.528 -0.03649274026409904 -0.1382300767579509 -0.2617993877991494 
0.536 -0.03760695845857222 -0.14032447186034408 -0.2617993877991494 
0.544 -0.03873793181386454 -0.14241886696273728 -0.2617993877991494 
0.552 -0.039885660329976015 -0.1445132620651305 -0.2617993877991494 
0.56 -0.04105014400690663 -0.1466076571675237 -0.2617993877991494 
0.568 -0.0422313828446564 -0.14870205226991687 -0.2617993877991494 
0.576 -0.04342937684322531 -0.15079644737231007 -0.2617993877991494 
0.584 -0.044644126002613346 -0.15289084247470325 -0.2617993877991494 
0.592 -0.04587563032282054 -0.15498523757709645 -0.2617993877991494 
0.6 -0.047123889803846894 -0.15707963267948963 -0.2617993877991494 
0.608 -0.04838890444569238 -0.15917402778188283 -0.2617993877991494 
0.616 -0.04967067424835702 -0.16126842288427604 -0.2617993877991494 
0.624 -0.0509691992118408 -0.16336281798666924 -0.2617993877991494 
0.632 -0.052284479336143726 -0.16545721308906242 -0.2617993877991494 
0.64 -0.0536165146212658 -0.16755160819145562 -0.2617993877991494 
0.648 -0.05496530506720702 -0.16964600329384882 -0.2617993877991494 
0.656 -0.056330850673967384 -0.17174039839624203 -0.2617993877991494 
0.664 -0.0577131514415469 -0.1738347934986352 -0.2617993877991494 
0.672 -0.059112207369945546 -0.1759291886010284 -0.2617993877991494 
0.68 -0.060528018459163356 -0.1780235837034216 -0.2617993877991494 
0.688 -0.0619605847092003 -0.18011797880581482 -0.2617993877991494 
0.696 -0.06340990612005638 -0.182212373908208 -0.2617993877991494 
0.704 -0.06487598269173162 -0.18430676901060117 -0.2617993877991494 
0.712 -0.06635881442422599 -0.18640116411299437 -0.2617993877991494 
0.72 -0.06785840131753952 -0.18849555921538758 -0.2617993877991494 
0.728 -0.0693747433716722 -0.19058995431778075 -0.2617993877991494 
0.736 -0.07090784058662401 -0.19268434942017396 -0.2617993877991494 
0.744 -0.07245769296239499 -0.19477874452256716 -0.2617993877991494 
0.752 -0.07402430049898509 -0.19687313962496036 -0.2617993877991494 
0.76 -0.07560766319639435 -0.19896753472735354 -0.2617993877991494 
0.768 -0.07720778105462275 -0.20106192982974674 -0.2617993877991494 
0.776 -0.0788246540736703 -0.20315632493213995 -0.2617993877991494 
0.784 -0.080458282253537 -0.20525072003453315 -0.2617993877991494 
0.792 -0.08210866559422283 -0.20734511513692633 -0.2617993877991494 
0.8 -0.08377580409572782 -0.20943951023931953 -0.2617993877991494 
0.808 -0.08545969775805196 -0.21153390534171274 -0.2617993877991494 
0.816 -0.08716034658119523 -0.21362830044410594 -0.2617993877991494 
0.824 -0.08887775056515765 -0.21572269554649912 -0.2617993877991494 
0.832 -0.09061190970993922 -0.21781709064889232 -0.2617993877991494 
0.84 -0.0923628240155399 -0.2199114857512855 -0.2617993877991494 
0.848 -0.09413049348195976 -0.2220058808536787 -0.2617993877991494 
0.856 -0.09591491810919876 -0.22410027595607188 -0.2617993877991494 
0.864 -0.09771609789725691 -0.22619467105846508 -0.2617993877991494 
0.872 -0.0995340328461342 -0.22828906616085828 -0.2617993877991494 
0.88 -0.10136872295583065 -0.2303834612632515 -0.2617993877991494 
0.888 -0.10322016822634623 -0.23247785636564466 -0.2617993877991494 
0.896 -0.10508836865768098 -0.23457225146803787 -0.2617993877991494 
0.904 -0.10697332424983484 -0.23666664657043107 -0.2617993877991494 
0.912 -0.10887503500280787 -0.23876104167282428 -0.2617993877991494 
0.92 -0.11079350091660004 -0.24085543677521745 -0.2617993877991494 
0.928 -0.11272872199121135 -0.24294983187761066 -0.2617993877991494 
0.936 -0.11468069822664181 -0.24504422698000386 -0.2617993877991494 
0.944 -0.11664942962289142 -0.24713862208239706 -0.2617993877991494 
0.952 -0.11863491617996016 -0.24923301718479027 -0.2617993877991494 
0.96 -0.12063715789784804 -0.2513274122871834 -0.2617993877991494 
0.968 -0.12265615477655509 -0.2534218073895766 -0.2617993877991494 
0.976 -0.12469190681608128 -0.2555162024919698 -0.2617993877991494 
0.984 -0.1267444140164266 -0.257610597594363 -0.2617993877991494 
0.992 -0.12881367637759109 -0.25970499269675623 -0.2617993877991494 
1.0 -0.1308996938995747 -0.2617993877991494 -0.2617993877991494 
1.008 -0.1329940890019679 -0.2617993877991494 0.0 
1.016 -0.13508848410436108 -0.2617993877991494 0.0 
1.024 -0.1371828792067543 -0.2617993877991494 0.0 
1.032 -0.1392772743091475 -0.2617993877991494 0.0 
1.04 -0.1413716694115407 -0.2617993877991494 0.0 
1.048 -0.1434660645139339 -0.2617993877991494 0.0 
1.056 -0.14556045961632708 -0.2617993877991494 0.0 
1.064 -0.14765485471872028 -0.2617993877991494 0.0 
1.072 -0.14974924982111348 -0.2617993877991494 0.0 
1.08 -0.15184364492350666 -0.2617993877991494 0.0 
1.088 -0.15393804002589986 -0.2617993877991494 0.0 
1.096 -0.15603243512829307 -0.2617993877991494 0.0 
1.104 -0.15812683023068627 -0.2617993877991494 0.0 
1.112 -0.16022122533307948 -0.2617993877991494 0.0 
1.12 -0.16231562043547265 -0.2617993877991494 0.0 
1.128 -0.16441001553786586 -0.2617993877991494 0.0 
1.136 -0.16650441064025906 -0.2617993877991494 0.0 
1.144 -0.16859880574265224 -0.2617993877991494 0.0 
1.152 -0.17069320084504544 -0.2617993877991494 0.0 
1.16 -0.17278759594743864 -0.2617993877991494 0.0 
1.168 -0.17488199104983185 -0.2617993877991494 0.0 
1.176 -0.17697638615222505 -0.2617993877991494 0.0 
1.184 -0.17907078125461823 -0.2617993877991494 0.0 
1.192 -0.18116517635701143 -0.2617993877991494 0.0 
1.2 -0.18325957145940464 -0.2617993877991494 0.0 
1.208 -0.18535396656179784 -0.2617993877991494 0.0 
1.216 -0.18744836166419104 -0.2617993877991494 0.0 
1.224 -0.18954275676658422 -0.2617993877991494 0.0 
