timestamp target_q_0 target_qd_0 target_qdd_0
0.0 0.0 -0.0 -1.4 
0.008 -4.48e-05 -0.0112 -1.4 
0.016 -0.0001792 -0.0224 -1.4 
0.024 -0.0004032 -0.0336 -1.4 
0.032 -0.0007168 -0.0448 -1.4 
0.04 -0.00112 -0.055999999999999994 -1.4 
0.048 -0.0016128 -0.0672 -1.4 
0.056 -0.0021952 -0.0784 -1.4 
0.064 -0.0028672 -0.0896 -1.4 
0.072 -0.0036288000000000006 -0.1008 -1.4 
0.08 -0.00448 -0.11199999999999999 -1.4 
0.088 -0.005420799999999999 -0.12319999999999999 -1.4 
0.096 -0.0064512 -0.1344 -1.4 
0.104 -0.007571200000000001 -0.1456 -1.4 
0.112 -0.0087808 -0.1568 -1.4 
0.12 -0.010079999999999999 -0.16799999999999998 -1.4 
0.128 -0.0114688 -0.1792 -1.4 
0.136 -0.0129472 -0.1904 -1.4 
0.144 -0.014515200000000002 -0.2016 -1.4 
0.152 -0.016172799999999998 -0.2128 -1.4 
0.16 -0.01792 -0.22399999999999998 -1.4 
0.168 -0.0197568 -0.2352 -1.4 
0.176 -0.021683199999999996 -0.24639999999999998 -1.4 
0.184 -0.023699199999999997 -0.2576 -1.4 
0.192 -0.0258048 -0.2688 -1.4 
0.2 -0.028000000000000004 -0.27999999999999997 -1.4 
0.208 -0.030284800000000004 -0.2912 -1.4 
0.216 -0.03265919999999999 -0.3024 -1.4 
0.224 -0.0351232 -0.3136 -1.4 
0.232 -0.0376768 -0.3248 -1.4 
0.24 -0.040319999999999995 -0.33599999999999997 -1.4 
0.24349065 -0.04145658557781274 -0.3296869015052876 0.0 
0.25149065 -0.04409408078985504 -0.3296869015052876 0.0 
0.25949064 -0.04673157600189735 -0.3296869015052876 0.0 
0.26749066 -0.049369071213939644 -0.3296869015052876 0.0 
0.27549064 -0.05200656642598195 -0.3296869015052876 0.0 
0.28349066 -0.05464406163802425 -0.3296869015052876 0.0 
0.29149064 -0.057281556850066556 -0.3296869015052876 0.0 
