timestamp target_q_0 target_q_1 target_q_2 target_q_3 target_q_4 target_q_5 target_qd_0 target_qd_1 target_qd_2 target_qd_3 target_qd_4 target_qd_5 target_qdd_0 target_qdd_1 target_qdd_2 target_qdd_3 target_qdd_4 target_qdd_5
0.0 0.0 -1.5707963267948966 -1.5707963267948966 0.0 1.5707963267948966 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.008 3.2e-05 -1.5707749934615631 -1.57078566012823 0.0 1.5707963267948966 0.0 0.008 0.005333333333333334 0.002666666666666667 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.016 0.000128 -1.5707109934615633 -1.57075366012823 0.0 1.5707963267948966 0.0 0.016 0.010666666666666668 0.005333333333333334 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.024 0.000288 -1.5706043267948966 -1.5707003267948965 0.0 1.5707963267948966 0.0 0.024 0.016000000000000004 0.008000000000000002 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.032 0.000512 -1.5704549934615633 -1.5706256601282298 0.0 1.5707963267948966 0.0 0.032 0.021333333333333336 0.010666666666666668 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.04 0.0008 -1.5702629934615633 -1.57052966012823 0.0 1.5707963267948966 0.0 0.04 0.026666666666666672 0.013333333333333336 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.048 0.001152 -1.5700283267948965 -1.5704123267948966 0.0 1.5707963267948966 0.0 0.048 0.03200000000000001 0.016000000000000004 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.056 0.0015680000000000002 -1.5697509934615632 -1.5702736601282299 0.0 1.5707963267948966 0.0 0.056 0.037333333333333336 0.018666666666666668 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.064 0.002048 -1.5694309934615631 -1.57011366012823 0.0 1.5707963267948966 0.0 0.064 0.04266666666666667 0.021333333333333336 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.072 0.0025920000000000006 -1.5690683267948966 -1.5699323267948966 0.0 1.5707963267948966 0.0 0.07200000000000001 0.04800000000000001 0.024000000000000004 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.08 0.0032 -1.5686629934615632 -1.5697296601282298 0.0 1.5707963267948966 0.0 0.08 0.053333333333333344 0.026666666666666672 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.088 0.0038719999999999996 -1.5682149934615632 -1.5695056601282298 0.0 1.5707963267948966 0.0 0.088 0.05866666666666667 0.029333333333333336 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.096 0.004608 -1.5677243267948966 -1.5692603267948966 0.0 1.5707963267948966 0.0 0.096 0.06400000000000002 0.03200000000000001 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.104 0.005408000000000001 -1.5671909934615633 -1.56899366012823 0.0 1.5707963267948966 0.0 0.10400000000000001 0.06933333333333334 0.03466666666666667 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.112 0.006272000000000001 -1.5666149934615632 -1.5687056601282299 0.0 1.5707963267948966 0.0 0.112 0.07466666666666667 0.037333333333333336 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.12 0.0072 -1.5659963267948966 -1.5683963267948966 0.0 1.5707963267948966 0.0 0.12 0.08 0.04 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.128 0.008192 -1.5653349934615632 -1.56806566012823 0.0 1.5707963267948966 0.0 0.128 0.08533333333333334 0.04266666666666667 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.136 0.009248000000000001 -1.5646309934615632 -1.56771366012823 0.0 1.5707963267948966 0.0 0.136 0.09066666666666669 0.045333333333333344 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.144 0.010368000000000002 -1.5638843267948965 -1.5673403267948967 0.0 1.5707963267948966 0.0 0.14400000000000002 0.09600000000000002 0.04800000000000001 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.152 0.011552 -1.5630949934615632 -1.56694566012823 0.0 1.5707963267948966 0.0 0.152 0.10133333333333334 0.05066666666666667 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.16 0.0128 -1.5622629934615633 -1.56652966012823 0.0 1.5707963267948966 0.0 0.16 0.10666666666666669 0.053333333333333344 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.168 0.014112000000000001 -1.5613883267948965 -1.5660923267948965 0.0 1.5707963267948966 0.0 0.168 0.11200000000000002 0.05600000000000001 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.176 0.015487999999999998 -1.5604709934615633 -1.56563366012823 0.0 1.5707963267948966 0.0 0.176 0.11733333333333335 0.05866666666666667 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.184 0.016928 -1.5595109934615632 -1.5651536601282299 0.0 1.5707963267948966 0.0 0.184 0.12266666666666667 0.06133333333333334 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.192 0.018432 -1.5585083267948965 -1.5646523267948966 0.0 1.5707963267948966 0.0 0.192 0.12800000000000003 0.06400000000000002 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.2 0.020000000000000004 -1.5574629934615631 -1.56412966012823 0.0 1.5707963267948966 0.0 0.2 0.13333333333333336 0.06666666666666668 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.208 0.021632000000000005 -1.5563749934615632 -1.5635856601282299 0.0 1.5707963267948966 0.0 0.20800000000000002 0.1386666666666667 0.06933333333333334 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.216 0.023327999999999998 -1.5552443267948965 -1.5630203267948966 0.0 1.5707963267948966 0.0 0.216 0.14400000000000002 0.07200000000000001 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.224 0.025088000000000003 -1.5540709934615633 -1.5624336601282298 0.0 1.5707963267948966 0.0 0.224 0.14933333333333335 0.07466666666666667 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.232 0.026912000000000002 -1.5528549934615632 -1.5618256601282299 0.0 1.5707963267948966 0.0 0.232 0.1546666666666667 0.07733333333333335 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.24 0.0288 -1.5515963267948965 -1.5611963267948965 0.0 1.5707963267948966 0.0 0.24 0.16 0.08 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.248 0.030751999999999998 -1.5502949934615633 -1.56054566012823 0.0 1.5707963267948966 0.0 0.248 0.16533333333333336 0.08266666666666668 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.256 0.032768 -1.5489509934615633 -1.55987366012823 0.0 1.5707963267948966 0.0 0.256 0.1706666666666667 0.08533333333333334 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.264 0.034848000000000004 -1.5475643267948966 -1.5591803267948965 0.0 1.5707963267948966 0.0 0.264 0.17600000000000002 0.08800000000000001 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.272 0.036992000000000004 -1.5461349934615631 -1.5584656601282298 0.0 1.5707963267948966 0.0 0.272 0.18133333333333337 0.09066666666666669 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.28 0.039200000000000006 -1.5446629934615632 -1.55772966012823 0.0 1.5707963267948966 0.0 0.28 0.1866666666666667 0.09333333333333335 0.0 0.0 0.0 1.0 0.6666666666666667 0.33333333333333337 0.0 0.0 0.0 
0.28234345 0.039826909566509444 -1.544245053750557 -1.5575206902727268 0.0 1.5707963267948966 0.0 0.2743434418098265 0.1828956278732177 0.09144781393660885 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.29034343 0.04202165710098806 -1.5427818887275713 -1.556789107761234 0.0 1.5707963267948966 0.0 0.2743434418098265 0.1828956278732177 0.09144781393660885 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.29834345 0.04421640463546667 -1.5413187237045856 -1.556057525249741 0.0 1.5707963267948966 0.0 0.2743434418098265 0.1828956278732177 0.09144781393660885 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
