timestamp target_q_0 target_qd_0 target_qdd_0
0.92631084 -0.21819769318330748 0.781635171236083 -1.4 
0.93431085 -0.21198941181341882 0.7704351712360831 -1.4 
0.9423108 -0.20587073044353016 0.759235171236083 -1.4 
0.9503108 -0.19984164907364146 0.748035171236083 -1.4 
0.95831084 -0.1939021677037528 0.736835171236083 -1.4 
0.96631086 -0.18805228633386412 0.7256351712360829 -1.4 
0.9743108 -0.18229200496397546 0.714435171236083 -1.4 
0.98231083 -0.1766213235940868 0.7032351712360829 -1.4 
0.99031085 -0.1710402422241981 0.6920351712360829 -1.4 
0.99831086 -0.16554876085430945 0.680835171236083 -1.4 
1.0063108 -0.16014687948442075 0.6696351712360827 -1.4 
1.0143108 -0.15483459811453204 0.6584351712360828 -1.4 
1.0223109 -0.14961191674464341 0.6472351712360828 -1.4 
1.0303109 -0.1444788353747547 0.6360351712360828 -1.4 
1.0383109 -0.13943535400486606 0.6248351712360827 -1.4 
1.0463108 -0.1344814726349774 0.6136351712360827 -1.4 
1.0543108 -0.12961719126508875 0.6024351712360827 -1.4 
1.0623108 -0.12484250989520006 0.5912351712360827 -1.4 
1.0703108 -0.12015742852531136 0.5800351712360827 -1.4 
1.0783108 -0.11556194715542273 0.5688351712360826 -1.4 
1.0863109 -0.11105606578553404 0.5576351712360827 -1.4 
1.0943109 -0.1066397844156454 0.5464351712360827 -1.4 
1.1023109 -0.1023131030457567 0.5352351712360827 -1.4 
1.1103108 -0.09807602167586808 0.5240351712360827 -1.4 
1.1183108 -0.09392854030597939 0.5128351712360827 -1.4 
1.1263108 -0.08987065893609075 0.5016351712360826 -1.4 
1.1343108 -0.08590237756620206 0.4904351712360826 -1.4 
1.1423109 -0.08202369619631338 0.4792351712360826 -1.4 
1.1503109 -0.07823461482642474 0.4680351712360826 -1.4 
1.1583109 -0.07453513345653606 0.45683517123608264 -1.4 
1.1663108 -0.0709252520866474 0.44563517123608254 -1.4 
1.1743108 -0.06740497071675874 0.43443517123608255 -1.4 
1.1823108 -0.0639742893468701 0.42323517123608256 -1.4 
1.1903108 -0.06063320797698141 0.4120351712360826 -1.4 
1.1983109 -0.05738172660709279 0.4008351712360826 -1.4 
1.2063109 -0.05421984523720408 0.3896351712360825 -1.4 
1.2143109 -0.051147563867315476 0.3784351712360825 -1.4 
1.2223108 -0.048164882497426786 0.3672351712360825 -1.4 
1.2303108 -0.045271801127538064 0.3560351712360825 -1.4 
1.2383108 -0.04246831975764945 0.34483517123608254 -1.4 
1.2463108 -0.039754438387760827 0.33363517123608244 -1.4 
1.2543108 -0.03713015701787209 0.32243517123608245 -1.4 
1.2623109 -0.03459547564798343 0.31123517123608246 -1.4 
1.2703109 -0.032150394278094796 0.3000351712360825 -1.4 
1.2783109 -0.029794912908206156 0.2888351712360825 -1.4 
1.2863108 -0.027529031538317428 0.2776351712360824 -1.4 
1.2943108 -0.025352750168428806 0.2664351712360824 -1.4 
1.3023108 -0.02326606879854015 0.2552351712360824 -1.4 
1.3103108 -0.021268987428651437 0.24403517123608243 -1.4 
1.3183109 -0.01936150605876283 0.23283517123608244 -1.4 
1.3263109 -0.017543624688874188 0.22163517123608234 -1.4 
1.3343109 -0.01581534331898557 0.21043517123608235 -1.4 
1.3423108 -0.01417666194909678 0.19923517123608236 -1.4 
1.3503108 -0.012627580579208153 0.18803517123608238 -1.4 
1.3583108 -0.011168099209319549 0.1768351712360824 -1.4 
1.3663108 -0.009798217839430912 0.1656351712360823 -1.4 
1.3743109 -0.008517936469542187 0.1544351712360823 -1.4 
1.3823109 -0.00732725509965354 0.14323517123608231 -1.4 
1.3903109 -0.006226173729764917 0.13203517123608233 -1.4 
1.3983108 -0.00521469235987615 0.12083517123608234 -1.4 
1.4063108 -0.004292810989987572 0.10963517123608235 -1.4 
1.4143108 -0.0034605296200989066 0.09843517123608225 -1.4 
1.4223108 -0.0027178482502103196 0.08723517123608227 -1.4 
1.4303108 -0.0020647668803215335 0.07603517123608228 -1.4 
1.4383109 -0.001501285510432937 0.06483517123608229 -1.4 
1.4463109 -0.001027404140544308 0.0536351712360823 -1.4 
1.4543109 -0.0006431227706556464 0.0424351712360822 -1.4 
1.4623108 -0.0003484414007669523 0.031235171236082326 -1.4 
1.4703108 -0.0001433600308783367 0.020035171236082228 -1.4 
1.4783108 -2.787866098968861e-05 0.008835171236082129 -1.4 
1.4863108 -1.9972911009524807e-06 -0.002364828763917748 -1.4 
